0.00E+00,3.08E-03,1.19E-02,9.84E-03,7.44E-03,1.43E-02,7.62E-03,9.15E-03,4.44E-03,1.66E-02,5.28E-03,5.14E-07,4.92E-03,1.88E-03,9.37E-03,4.51E-08,7.44E-03,1.78E-02,3.26E-03,7.92E-03
3.08E-03,0.00E+00,4.25E-02,4.16E-03,2.36E-03,1.11E-02,3.27E-02,6.59E-03,3.20E-04,1.46E-04,7.64E-03,-3.50E-08,3.68E-03,2.56E-02,6.33E-03,5.72E-03,1.60E-02,1.19E-02,5.38E-03,4.88E-03
1.19E-02,4.25E-02,0.00E+00,9.88E-03,4.31E-07,5.27E-02,6.18E-02,1.39E-03,3.16E-07,1.52E-07,2.56E-03,3.45E-07,2.44E-03,6.54E-07,5.36E-08,4.32E-07,4.36E-03,1.72E-07,3.42E-07,5.22E-04
9.84E-03,4.16E-03,9.88E-03,0.00E+00,9.60E-03,2.57E-03,2.58E-03,4.95E-03,1.14E-02,1.49E-02,1.08E-02,2.22E-07,5.16E-03,1.40E-02,7.81E-03,1.80E-03,6.60E-03,1.31E-02,4.19E-09,7.08E-03
7.44E-03,2.36E-03,4.31E-07,9.60E-03,0.00E+00,5.30E-04,1.27E-02,6.99E-03,1.34E-02,1.69E-02,5.40E-03,1.87E-07,1.15E-02,1.41E-02,1.88E-02,6.00E-03,1.09E-02,1.52E-02,2.66E-03,3.36E-03
1.43E-02,1.11E-02,5.27E-02,2.57E-03,5.30E-04,0.00E+00,6.61E-02,-6.10E-08,3.05E-03,-8.95E-08,1.37E-03,4.04E-08,2.45E-03,1.73E-02,1.09E-02,1.61E-03,3.53E-03,2.39E-03,1.88E-04,-1.40E-07
7.62E-03,3.27E-02,6.18E-02,2.58E-03,1.27E-02,6.61E-02,0.00E+00,4.54E-04,-3.26E-07,-5.91E-07,-1.05E-07,2.58E-03,-2.14E-07,-2.33E-07,-6.32E-07,3.54E-03,-4.87E-07,-5.84E-07,-5.54E-07,-5.99E-07
9.15E-03,6.59E-03,1.39E-03,4.95E-03,6.99E-03,-6.10E-08,4.54E-04,0.00E+00,1.17E-02,1.89E-02,1.35E-02,1.26E-02,1.25E-02,2.62E-02,2.06E-02,5.43E-03,1.10E-02,1.39E-02,7.01E-03,7.23E-03
4.44E-03,3.20E-04,3.16E-07,1.14E-02,1.34E-02,3.05E-03,-3.26E-07,1.17E-02,0.00E+00,9.67E-03,6.12E-03,3.00E-03,8.88E-03,1.53E-07,1.05E-02,6.00E-03,2.64E-03,3.66E-03,5.06E-03,2.04E-03
1.66E-02,1.46E-04,1.52E-07,1.49E-02,1.69E-02,-8.95E-08,-5.91E-07,1.89E-02,9.67E-03,0.00E+00,1.27E-02,1.37E-02,2.30E-02,1.59E-03,1.21E-02,5.23E-03,3.91E-03,1.10E-02,2.32E-02,6.31E-03
5.28E-03,7.64E-03,2.56E-03,1.08E-02,5.40E-03,1.37E-03,-1.05E-07,1.35E-02,6.12E-03,1.27E-02,0.00E+00,2.42E-02,8.64E-03,2.34E-07,3.25E-03,1.33E-02,4.68E-03,3.90E-03,1.18E-02,4.80E-04
5.14E-07,-3.50E-08,3.45E-07,2.22E-07,1.87E-07,4.04E-08,2.58E-03,1.26E-02,3.00E-03,1.37E-02,2.42E-02,0.00E+00,5.75E-03,4.95E-02,3.37E-02,2.27E-02,7.08E-03,1.51E-02,1.96E-07,3.07E-07
4.92E-03,3.68E-03,2.44E-03,5.16E-03,1.15E-02,2.45E-03,-2.14E-07,1.25E-02,8.88E-03,2.30E-02,8.64E-03,5.75E-03,0.00E+00,1.52E-02,1.20E-02,5.28E-03,1.15E-02,9.06E-03,1.03E-02,4.08E-03
1.88E-03,2.56E-02,6.54E-07,1.40E-02,1.41E-02,1.73E-02,-2.33E-07,2.62E-02,1.53E-07,1.59E-03,2.34E-07,4.95E-02,1.52E-02,0.00E+00,4.77E-03,3.01E-07,1.02E-07,-9.60E-09,1.99E-02,9.12E-08
9.37E-03,6.33E-03,5.36E-08,7.81E-03,1.88E-02,1.09E-02,-6.32E-07,2.06E-02,1.05E-02,1.21E-02,3.25E-03,3.37E-02,1.20E-02,4.77E-03,0.00E+00,1.48E-02,8.05E-03,3.43E-03,1.37E-02,-2.47E-07
4.51E-08,5.72E-03,4.32E-07,1.80E-03,6.00E-03,1.61E-03,3.54E-03,5.43E-03,6.00E-03,5.23E-03,1.33E-02,2.27E-02,5.28E-03,3.01E-07,1.48E-02,0.00E+00,8.64E-03,9.06E-03,1.68E-02,2.88E-03
7.44E-03,1.60E-02,4.36E-03,6.60E-03,1.09E-02,3.53E-03,-4.87E-07,1.10E-02,2.64E-03,3.91E-03,4.68E-03,7.08E-03,1.15E-02,1.02E-07,8.05E-03,8.64E-03,0.00E+00,9.18E-03,1.61E-02,-1.16E-07
1.78E-02,1.19E-02,1.72E-07,1.31E-02,1.52E-02,2.39E-03,-5.84E-07,1.39E-02,3.66E-03,1.10E-02,3.90E-03,1.51E-02,9.06E-03,-9.60E-09,3.43E-03,9.06E-03,9.18E-03,0.00E+00,3.28E-02,1.84E-02
3.26E-03,5.38E-03,3.42E-07,4.19E-09,2.66E-03,1.88E-04,-5.54E-07,7.01E-03,5.06E-03,2.32E-02,1.18E-02,1.96E-07,1.03E-02,1.99E-02,1.37E-02,1.68E-02,1.61E-02,3.28E-02,0.00E+00,2.17E-02
7.92E-03,4.88E-03,5.22E-04,7.08E-03,3.36E-03,-1.40E-07,-5.99E-07,7.23E-03,2.04E-03,6.31E-03,4.80E-04,3.07E-07,4.08E-03,9.12E-08,-2.47E-07,2.88E-03,-1.16E-07,1.84E-02,2.17E-02,0.00E+00
