0.00E+00,4.08E-03,1.76E-02,9.84E-03,7.44E-03,1.84E-02,1.48E-02,9.72E-03,4.44E-03,1.87E-02,5.28E-03,3.48E-03,4.92E-03,3.10E-02,1.75E-02,0.00E+00,7.44E-03,2.10E-02,3.36E-03,7.92E-03
4.08E-03,0.00E+00,4.92E-02,5.16E-03,3.36E-03,1.61E-02,4.08E-02,8.16E-03,1.32E-03,3.24E-03,8.64E-03,2.16E-03,4.68E-03,5.57E-02,1.55E-02,6.72E-03,1.70E-02,1.61E-02,6.48E-03,5.88E-03
1.76E-02,4.92E-02,0.00E+00,1.56E-02,4.80E-03,6.24E-02,7.46E-02,7.68E-03,4.32E-03,2.28E-03,8.28E-03,6.72E-03,8.16E-03,3.32E-02,4.68E-03,4.80E-03,1.01E-02,6.96E-03,2.04E-03,6.24E-03
9.84E-03,5.16E-03,1.56E-02,0.00E+00,9.60E-03,6.60E-03,9.72E-03,5.52E-03,1.14E-02,1.70E-02,1.08E-02,6.48E-03,5.16E-03,4.31E-02,1.60E-02,1.80E-03,6.60E-03,1.63E-02,0.00E+00,7.08E-03
7.44E-03,3.36E-03,4.80E-03,9.60E-03,0.00E+00,4.56E-03,1.98E-02,7.56E-03,1.34E-02,1.90E-02,5.40E-03,2.76E-03,1.15E-02,4.32E-02,2.70E-02,6.00E-03,1.09E-02,1.84E-02,2.76E-03,3.36E-03
1.84E-02,1.61E-02,6.24E-02,6.60E-03,4.56E-03,0.00E+00,7.73E-02,2.16E-03,7.08E-03,4.20E-03,5.40E-03,5.64E-03,6.48E-03,5.04E-02,2.30E-02,5.64E-03,7.56E-03,9.60E-03,4.32E-03,2.28E-03
1.48E-02,4.08E-02,7.46E-02,9.72E-03,1.98E-02,7.73E-02,0.00E+00,8.16E-03,6.00E-03,4.92E-03,0.00E+00,1.74E-02,2.52E-03,2.40E-03,1.44E-03,1.07E-02,3.36E-03,4.32E-03,7.20E-03,1.20E-04
9.72E-03,8.16E-03,7.68E-03,5.52E-03,7.56E-03,2.16E-03,8.16E-03,0.00E+00,1.22E-02,2.16E-02,1.40E-02,2.09E-02,1.31E-02,5.58E-02,2.93E-02,6.00E-03,1.15E-02,1.76E-02,7.68E-03,7.80E-03
4.44E-03,1.32E-03,4.32E-03,1.14E-02,1.34E-02,7.08E-03,6.00E-03,1.22E-02,0.00E+00,1.18E-02,6.12E-03,1.07E-02,8.88E-03,2.15E-02,1.86E-02,6.00E-03,2.64E-03,6.84E-03,5.16E-03,2.04E-03
1.87E-02,3.24E-03,2.28E-03,1.70E-02,1.90E-02,4.20E-03,4.92E-03,2.16E-02,1.18E-02,0.00E+00,1.48E-02,2.35E-02,2.51E-02,3.28E-02,2.23E-02,7.32E-03,6.00E-03,1.63E-02,2.54E-02,8.40E-03
5.28E-03,8.64E-03,8.28E-03,1.08E-02,5.40E-03,5.40E-03,0.00E+00,1.40E-02,6.12E-03,1.48E-02,0.00E+00,3.19E-02,8.64E-03,2.54E-02,1.14E-02,1.33E-02,4.68E-03,7.08E-03,1.19E-02,4.80E-04
3.48E-03,2.16E-03,6.72E-03,6.48E-03,2.76E-03,5.64E-03,1.74E-02,2.09E-02,1.07E-02,2.35E-02,3.19E-02,0.00E+00,1.34E-02,8.63E-02,4.96E-02,3.04E-02,1.48E-02,2.59E-02,1.44E-03,6.24E-03
4.92E-03,4.68E-03,8.16E-03,5.16E-03,1.15E-02,6.48E-03,2.52E-03,1.31E-02,8.88E-03,2.51E-02,8.64E-03,1.34E-02,0.00E+00,4.43E-02,2.02E-02,5.28E-03,1.15E-02,1.22E-02,1.04E-02,4.08E-03
3.10E-02,5.57E-02,3.32E-02,4.31E-02,4.32E-02,5.04E-02,2.40E-03,5.58E-02,2.15E-02,3.28E-02,2.54E-02,8.63E-02,4.43E-02,0.00E+00,4.20E-02,2.63E-02,1.32E-02,1.97E-02,4.91E-02,5.04E-03
1.75E-02,1.55E-02,4.68E-03,1.60E-02,2.70E-02,2.30E-02,1.44E-03,2.93E-02,1.86E-02,2.23E-02,1.14E-02,4.96E-02,2.02E-02,4.20E-02,0.00E+00,2.29E-02,1.62E-02,1.48E-02,2.20E-02,7.20E-04
0.00E+00,6.72E-03,4.80E-03,1.80E-03,6.00E-03,5.64E-03,1.07E-02,6.00E-03,6.00E-03,7.32E-03,1.33E-02,3.04E-02,5.28E-03,2.63E-02,2.29E-02,0.00E+00,8.64E-03,1.22E-02,1.69E-02,2.88E-03
7.44E-03,1.70E-02,1.01E-02,6.60E-03,1.09E-02,7.56E-03,3.36E-03,1.15E-02,2.64E-03,6.00E-03,4.68E-03,1.48E-02,1.15E-02,1.32E-02,1.62E-02,8.64E-03,0.00E+00,1.24E-02,1.62E-02,0.00E+00
2.10E-02,1.61E-02,6.96E-03,1.63E-02,1.84E-02,9.60E-03,4.32E-03,1.76E-02,6.84E-03,1.63E-02,7.08E-03,2.59E-02,1.22E-02,1.97E-02,1.48E-02,1.22E-02,1.24E-02,0.00E+00,3.61E-02,2.16E-02
3.36E-03,6.48E-03,2.04E-03,0.00E+00,2.76E-03,4.32E-03,7.20E-03,7.68E-03,5.16E-03,2.54E-02,1.19E-02,1.44E-03,1.04E-02,4.91E-02,2.20E-02,1.69E-02,1.62E-02,3.61E-02,0.00E+00,2.18E-02
7.92E-03,5.88E-03,6.24E-03,7.08E-03,3.36E-03,2.28E-03,1.20E-04,7.80E-03,2.04E-03,8.40E-03,4.80E-04,6.24E-03,4.08E-03,5.04E-03,7.20E-04,2.88E-03,0.00E+00,2.16E-02,2.18E-02,0.00E+00
